date,Revenue,COGS,active_promos_count,max_discount_value,promo_type_percentage,promo_type_fixed,promo_channel_email,promo_channel_online,promo_channel_all_channels,promo_channel_in_store,promo_channel_social_media,day_of_week,day_of_month,month,year_trend,is_weekend,is_tet_window,is_mega_sale,is_payday,COGS_lag_1d,gross_margin_lag_1d,margin_rate_lag_1d,total_quantity_lag_1d,avg_unit_price_lag_1d,total_discount_lag_1d,unique_items_lag_1d,order_count_lag_1d,unique_customers_lag_1d,unique_zips_lag_1d,orders_payment_apple_pay_lag_1d,orders_payment_bank_transfer_lag_1d,orders_payment_cod_lag_1d,orders_payment_credit_card_lag_1d,orders_payment_paypal_lag_1d,orders_device_desktop_lag_1d,orders_device_mobile_lag_1d,orders_device_tablet_lag_1d,orders_source_direct_lag_1d,orders_source_email_campaign_lag_1d,orders_source_organic_search_lag_1d,orders_source_paid_search_lag_1d,orders_source_referral_lag_1d,orders_source_social_media_lag_1d,orders_status_cancelled_lag_1d,orders_status_created_lag_1d,orders_status_delivered_lag_1d,orders_status_paid_lag_1d,orders_status_returned_lag_1d,orders_status_shipped_lag_1d,orders_region_Central_lag_1d,orders_region_East_lag_1d,orders_region_West_lag_1d,total_payment_value_lag_1d,avg_installments_lag_1d,total_shipping_fee_lag_1d,avg_delivery_days_lag_1d,return_quantity_lag_1d,refund_amount_lag_1d,avg_rating_lag_1d,total_reviews_lag_1d,total_sessions_lag_1d,total_unique_visitors_lag_1d,total_page_views_lag_1d,avg_session_duration_sec_lag_1d,qty_category_Casual_lag_1d,qty_category_GenZ_lag_1d,qty_category_Outdoor_lag_1d,qty_category_Streetwear_lag_1d,qty_segment_Activewear_lag_1d,qty_segment_All-weather_lag_1d,qty_segment_Balanced_lag_1d,qty_segment_Everyday_lag_1d,qty_segment_Performance_lag_1d,qty_segment_Premium_lag_1d,qty_segment_Standard_lag_1d,qty_segment_Trendy_lag_1d,order_count_lag_7d,order_count_lag_30d,total_quantity_lag_7d,total_quantity_lag_30d,total_sessions_lag_7d,total_sessions_lag_30d,return_quantity_lag_7d,return_quantity_lag_30d,refund_amount_lag_7d,refund_amount_lag_30d,COGS_lag_7d,COGS_lag_30d,gross_margin_lag_7d,gross_margin_lag_30d,revenue_lag_1d,revenue_lag_7d,revenue_lag_8d,revenue_lag_14d,revenue_lag_30d,revenue_lag_31d,revenue_lag_90d,revenue_lag_365d,revenue_rmean_7d,revenue_rstd_7d,revenue_rmean_14d,revenue_rstd_14d,revenue_rmean_30d,revenue_rstd_30d,order_count_rmean_7d,sessions_rmean_7d,revenue_wow,revenue_mom,discount_rate_lag_1d,avg_order_value_lag_1d
2012-10-26,2138927.17,1671777.12,0,0.0,0,0,0,0,0,0,0,4,26,10,0,0,0,0,0,2528526.7,575933.8199999998,0.18551816532683746,633.0,4851.354214285714,0.0,93.0,125.0,125.0,122.0,10.0,5.0,22.0,69.0,19.0,51.0,59.0,15.0,7.0,16.0,35.0,32.0,11.0,24.0,10.0,0.0,101.0,5.0,5.0,4.0,31.0,51.0,43.0,3104460.52,3.36,645.11,4.5636363636363635,16.0,95760.18,3.75,28.0,0.0,0.0,0.0,0.0,7.0,21.0,324.0,281.0,295.0,7.0,71.0,142.0,38.0,29.0,30.0,21.0,99.0,200.0,499.0,954.0,0.0,0.0,32.0,49.0,170350.88,294479.38,2352068.71,3670417.04,525311.1000000001,921865.5499999998,3104460.52,2877379.81,2909728.89,2380119.87,4592282.59,5639897.53,4326956.84,0.0,3292069.6785714286,561866.6767214428,3199274.3742857142,511226.1056642181,3643202.664666667,1090634.6154486148,129.85714285714286,0.0,0.06692432091156089,-0.4495537368389032,0.0,24835.68416
2012-10-27,2816872.34,2296869.06,0,0.0,0,0,0,0,0,0,0,5,27,10,0,1,0,0,0,1671777.12,467150.0499999998,0.21840390666504078,460.0,4386.686363636364,0.0,67.0,91.0,91.0,88.0,7.0,5.0,11.0,56.0,12.0,37.0,37.0,17.0,6.0,18.0,25.0,22.0,4.0,16.0,8.0,0.0,70.0,1.0,9.0,3.0,19.0,50.0,22.0,2138927.17,3.3516483516483517,543.41,4.402439024390244,31.0,85755.38,3.9310344827586206,29.0,0.0,0.0,0.0,0.0,0.0,19.0,265.0,176.0,218.0,0.0,42.0,116.0,18.0,47.0,0.0,19.0,106.0,349.0,545.0,1744.0,0.0,0.0,26.0,24.0,67994.02,72123.44,2647331.71,6017108.13,595225.5899999999,1539784.5300000003,2138927.17,3242557.3,2877379.81,2798011.44,7556892.66,4592282.59,4804199.65,0.0,3186576.444285714,704039.9106914069,3182046.3242857144,543970.0583045096,3561424.1506666667,1108843.6407084905,128.71428571428572,0.0,-0.25664065530507774,-0.5342344187054917,0.0,23504.694175824174
2012-10-28,6259883.83,5044146.85,0,0.0,0,0,0,0,0,0,0,6,28,10,0,1,0,0,0,2296869.06,520003.2799999998,0.18460306937445373,689.0,4009.4315753424657,0.0,87.0,122.0,121.0,117.0,9.0,5.0,21.0,68.0,19.0,48.0,59.0,15.0,6.0,6.0,40.0,28.0,13.0,29.0,9.0,2.0,102.0,3.0,6.0,0.0,27.0,62.0,33.0,2816872.34,3.6639344262295084,553.55,4.398148148148148,20.0,64950.0,3.5,30.0,0.0,0.0,0.0,0.0,12.0,41.0,376.0,260.0,337.0,12.0,64.0,136.0,54.0,39.0,6.0,41.0,114.0,216.0,522.0,1107.0,0.0,0.0,31.0,35.0,235055.52,129061.22,1920246.47,3884590.92,475363.4400000002,1008040.2199999997,2816872.34,2395609.91,3242557.3,3055629.78,4892631.14,7556892.66,6586130.95,0.0,3125764.3071428575,716669.8020974294,3183393.5314285713,542968.220717957,3403423.4733333336,819969.6111948722,131.0,0.0,-0.1312806284101749,-0.6272446272910274,0.0,23089.117540983607
2012-10-29,5424539.1,4294440.71,0,0.0,0,0,0,0,0,0,0,0,29,10,0,0,0,0,0,5044146.85,1215736.9800000004,0.19421078937178943,1385.0,4556.502591362127,0.0,159.0,259.0,256.0,245.0,24.0,8.0,39.0,148.0,40.0,105.0,118.0,36.0,12.0,33.0,73.0,53.0,24.0,64.0,22.0,1.0,207.0,9.0,17.0,3.0,72.0,117.0,70.0,6259883.83,3.525096525096525,1307.23,4.511013215859031,28.0,73799.91,3.5416666666666665,24.0,0.0,0.0,0.0,0.0,23.0,48.0,723.0,591.0,625.0,23.0,116.0,290.0,144.0,98.0,41.0,48.0,142.0,224.0,768.0,1186.0,0.0,0.0,38.0,23.0,128745.16,113451.14,2873316.18,4170120.63,722842.1599999997,1134253.83,6259883.83,3596158.34,2395609.91,3234517.3,5304374.46,4892631.14,9151622.14,0.0,3677803.4385714284,1306269.6858432775,3412268.820714286,982449.1672742176,3448998.563,935459.8420399857,151.71428571428572,0.0,1.613064758109971,0.2794514139482014,0.0,24169.43563706564
2012-10-30,6347274.89,5049887.71,0,0.0,0,0,0,0,0,0,0,1,30,10,0,0,0,0,0,4294440.71,1130098.3899999997,0.20833076675583365,1215.0,4552.008970588235,0.0,137.0,236.0,232.0,220.0,22.0,11.0,34.0,128.0,41.0,88.0,105.0,43.0,19.0,29.0,67.0,50.0,21.0,50.0,11.0,3.0,201.0,4.0,14.0,3.0,69.0,97.0,70.0,5424539.1,3.597457627118644,1551.41,4.701834862385321,32.0,178806.67,4.0,28.0,0.0,0.0,0.0,0.0,34.0,42.0,671.0,468.0,605.0,34.0,131.0,259.0,63.0,66.0,15.0,42.0,170.0,196.0,865.0,1015.0,0.0,0.0,28.0,22.0,118146.61000000002,76756.34,3151858.27,3812737.52,847283.6099999999,881642.3400000003,5424539.1,3999141.88,3596158.34,3549298.21,4694379.86,5304374.46,9148357.3,0.0,3939000.6900000004,1460872.7113514063,3568698.9492857144,1117095.5968886311,3453004.051,943897.4181214332,165.14285714285714,0.0,0.5084261000587643,0.022653875759744094,0.0,22985.335169491525
2012-10-31,4942677.89,3871571.88,0,0.0,0,0,0,0,0,0,0,2,31,10,0,0,0,0,0,5049887.71,1297387.1799999997,0.20440066051716246,1403.0,4575.31036423841,0.0,137.0,250.0,249.0,240.0,31.0,10.0,39.0,126.0,44.0,88.0,116.0,46.0,22.0,28.0,76.0,58.0,26.0,40.0,18.0,5.0,190.0,5.0,25.0,7.0,77.0,103.0,70.0,6347274.89,3.608,1105.39,4.531531531531532,21.0,106966.1,4.071428571428571,28.0,0.0,0.0,0.0,0.0,25.0,29.0,777.0,572.0,706.0,25.0,171.0,260.0,128.0,71.0,13.0,29.0,153.0,205.0,774.0,1018.0,0.0,0.0,34.0,30.0,125599.1,150480.03,3037851.31,3764447.04,791328.6800000002,988085.0599999996,6347274.89,3829179.99,3999141.88,3818048.0,4752532.1,4694379.86,9692427.0,0.0,4274448.262857142,1723048.974605193,3768554.4264285713,1341172.000351788,3508100.552,1059961.7559755929,176.57142857142858,0.0,0.5871592157665584,0.35210082679589527,0.0,25389.09956
2012-11-01,5536748.35,4440955.34,0,0.0,0,0,0,0,0,0,0,3,1,11,0,0,0,0,1,3871571.88,1071106.0099999998,0.21670560652294496,1150.0,4500.573114754099,0.0,138.0,214.0,212.0,206.0,26.0,11.0,40.0,112.0,25.0,81.0,90.0,43.0,18.0,21.0,64.0,57.0,22.0,32.0,24.0,0.0,167.0,5.0,17.0,1.0,48.0,94.0,72.0,4942677.89,3.3457943925233646,915.5699999999999,4.535135135135135,12.0,59658.799999999996,4.142857142857143,21.0,0.0,0.0,0.0,0.0,46.0,52.0,600.0,452.0,512.0,46.0,104.0,209.0,117.0,88.0,22.0,52.0,125.0,104.0,633.0,499.0,0.0,0.0,16.0,39.0,95760.18,235161.4,2528526.7,2566510.62,575933.8199999998,666625.1599999997,4942677.89,3104460.52,3829179.99,2909728.89,3233135.78,4752532.1,9297269.95,0.0,4433519.391428571,1726486.2315066124,3848885.132857143,1377551.4601363346,3514438.745,1068196.124961906,185.28571428571428,0.0,0.2907927814591968,0.040009364692139594,0.0,23096.625654205607
2012-11-02,1936831.08,1547786.14,0,0.0,0,0,0,0,0,0,0,4,2,11,0,0,0,0,1,4440955.34,1095793.0099999998,0.19791273518869607,1067.0,4902.695084033613,0.0,144.0,201.0,198.0,192.0,22.0,15.0,30.0,103.0,31.0,85.0,91.0,25.0,7.0,28.0,60.0,48.0,20.0,38.0,23.0,1.0,154.0,2.0,17.0,4.0,48.0,78.0,75.0,5536748.35,3.9601990049751246,939.47,4.571428571428571,15.0,56765.259999999995,3.95,20.0,0.0,0.0,0.0,0.0,28.0,26.0,548.0,465.0,505.0,28.0,142.0,253.0,54.0,43.0,16.0,26.0,91.0,108.0,460.0,510.0,0.0,0.0,31.0,26.0,85755.38,116852.15000000001,1671777.12,2762823.63,467150.0499999998,752308.3999999999,5536748.35,2138927.17,3104460.52,2877379.81,3515132.03,3233135.78,6384195.03,0.0,4780989.081428572,1657814.7563644417,4036529.38,1418106.7289684745,3591225.830666667,1128379.4141298307,196.14285714285714,0.0,0.7834816433742245,0.7125010289546206,0.0,27546.011691542288
2012-11-03,2911848.61,2151815.97,0,0.0,0,0,0,0,0,0,0,5,3,11,0,1,0,0,1,1547786.14,389044.9400000002,0.20086673743380873,342.0,5448.4798701298705,0.0,58.0,67.0,67.0,66.0,6.0,6.0,10.0,36.0,9.0,26.0,26.0,15.0,4.0,13.0,17.0,21.0,1.0,11.0,7.0,1.0,52.0,2.0,4.0,1.0,18.0,26.0,23.0,1936831.08,3.253731343283582,378.05,4.526315789473684,48.0,264971.21,3.9583333333333335,24.0,0.0,0.0,0.0,0.0,7.0,5.0,167.0,163.0,155.0,7.0,66.0,89.0,0.0,12.0,8.0,5.0,122.0,77.0,689.0,371.0,0.0,0.0,20.0,25.0,64950.0,94519.42,2296869.06,1902425.74,520003.2799999998,495712.00000000023,1936831.08,2816872.34,2138927.17,3242557.3,2398137.74,3515132.03,2359224.19,0.0,4752118.211428571,1712357.4150784463,3969347.327857143,1497312.0599482367,3538615.799,1168142.6493296202,192.71428571428572,0.0,-0.09448479257944994,-0.44900189709232624,0.0,28907.92656716418
2012-11-04,2658832.75,2131401.7,0,0.0,0,0,0,0,0,0,0,6,4,11,0,1,0,0,1,2151815.97,760032.6399999997,0.2610137894497199,433.0,6160.147362637363,0.0,70.0,84.0,84.0,81.0,13.0,4.0,16.0,37.0,14.0,32.0,41.0,11.0,2.0,9.0,18.0,27.0,11.0,17.0,4.0,1.0,75.0,1.0,2.0,1.0,27.0,25.0,32.0,2911848.61,3.119047619047619,435.62,4.589743589743589,9.0,33003.43,3.7083333333333335,24.0,0.0,0.0,0.0,0.0,4.0,15.0,164.0,250.0,131.0,4.0,111.0,118.0,21.0,33.0,0.0,15.0,259.0,101.0,1385.0,476.0,0.0,0.0,28.0,46.0,73799.91,316901.88,5044146.85,2064899.19,1215736.9800000004,601053.8700000001,2911848.61,6259883.83,2816872.34,2395609.91,2665953.06,2398137.74,3630003.7,0.0,4765686.249999999,1694753.3981482794,3945725.2785714283,1512194.8399077246,3555739.4946666667,1154533.9484241207,187.28571428571428,0.0,0.033716923785051624,0.2142124121694526,0.0,34664.8644047619
2012-11-05,3332448.46,2732792.99,0,0.0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,1,2131401.7,527431.0499999998,0.19836939724772076,469.0,5636.436666666667,0.0,76.0,85.0,85.0,84.0,9.0,6.0,8.0,54.0,8.0,34.0,38.0,13.0,10.0,7.0,20.0,22.0,11.0,15.0,12.0,0.0,70.0,0.0,1.0,2.0,23.0,39.0,23.0,2658832.75,3.7529411764705882,332.04,4.328767123287672,13.0,103273.37000000001,4.285714285714286,21.0,0.0,0.0,0.0,0.0,16.0,0.0,229.0,224.0,166.0,16.0,57.0,121.0,42.0,63.0,4.0,0.0,236.0,80.0,1215.0,388.0,0.0,0.0,32.0,38.0,178806.67,132573.29,4294440.71,1755004.4,1130098.3899999997,450262.54000000004,2658832.75,5424539.1,6259883.83,3596158.34,2205266.94,2665953.06,2240253.44,0.0,4251250.381428571,1712056.7506893259,3964526.9099999997,1492953.1330002008,3555502.151,1154723.8903170775,162.42857142857142,0.0,-0.57525845172114,-0.00267083097104495,0.0,31280.38529411765
2012-11-06,3439495.01,2809375.18,0,0.0,0,0,0,0,0,0,0,1,6,11,0,0,0,0,0,2732792.99,599655.4699999997,0.1799444094028088,629.0,5536.431643835616,0.0,100.0,129.0,129.0,127.0,14.0,7.0,21.0,67.0,20.0,57.0,59.0,13.0,13.0,12.0,39.0,24.0,16.0,25.0,15.0,2.0,98.0,6.0,7.0,1.0,32.0,51.0,46.0,3332448.46,3.7364341085271318,598.0600000000001,4.4245283018867925,33.0,236659.77,3.5714285714285716,21.0,0.0,0.0,0.0,0.0,3.0,12.0,337.0,277.0,266.0,3.0,61.0,155.0,48.0,71.0,13.0,12.0,250.0,110.0,1403.0,584.0,0.0,0.0,21.0,29.0,106966.1,126872.85,5049887.71,2725469.75,1297387.1799999997,664128.3199999998,3332448.46,6347274.89,5424539.1,3999141.88,3389598.07,2205266.94,2617553.36,0.0,3952380.2899999996,1654748.577998359,3945690.4899999998,1499607.080817383,3593074.8683333336,1127286.9043157431,147.14285714285714,0.0,-0.3856715937396414,0.5111315548946651,0.0,25832.933798449612
2012-11-07,1969815.91,1538155.1,0,0.0,0,0,0,0,0,0,0,2,7,11,0,0,0,0,0,2809375.18,630119.8299999996,0.1832012630249461,530.0,6583.591896551725,0.0,75.0,109.0,109.0,108.0,13.0,4.0,15.0,61.0,16.0,41.0,49.0,19.0,11.0,12.0,29.0,18.0,13.0,26.0,12.0,0.0,82.0,5.0,6.0,4.0,33.0,42.0,34.0,3439495.01,2.889908256880734,423.08,4.684782608695652,9.0,26961.65,3.7916666666666665,24.0,0.0,0.0,0.0,0.0,13.0,23.0,183.0,311.0,120.0,13.0,109.0,172.0,27.0,63.0,3.0,23.0,214.0,142.0,1150.0,728.0,0.0,0.0,12.0,41.0,59658.799999999996,214396.41,3871571.88,3285493.04,1071106.0099999998,751546.4100000001,3439495.01,4942677.89,6347274.89,3829179.99,4037039.45,3389598.07,4478691.52,0.0,3536983.1642857147,1274676.749826875,3905715.7135714283,1505520.1813342567,3594738.0996666667,1127013.1130082374,127.0,0.0,-0.45811469179964887,0.014720606682431804,0.0,31555.000091743117
2012-11-08,2197716.17,1723412.77,0,0.0,0,0,0,0,0,0,0,3,8,11,0,0,0,0,0,1538155.1,431660.8099999998,0.21913764012597495,344.0,5774.7190909090905,0.0,59.0,69.0,68.0,65.0,6.0,3.0,8.0,43.0,9.0,26.0,37.0,6.0,8.0,10.0,23.0,10.0,6.0,12.0,8.0,0.0,57.0,0.0,4.0,0.0,16.0,31.0,22.0,1969815.91,3.1884057971014492,344.81,4.60655737704918,19.0,85495.84,3.761904761904762,21.0,0.0,0.0,0.0,0.0,1.0,0.0,177.0,166.0,162.0,1.0,52.0,97.0,15.0,15.0,2.0,0.0,201.0,167.0,1067.0,820.0,0.0,0.0,15.0,32.0,56765.259999999995,209675.35,4440955.34,3472700.63,1095793.0099999998,825975.1299999999,1969815.91,5536748.35,4942677.89,3104460.52,4298675.76,4037039.45,3412496.65,0.0,3112288.595714286,1222448.506364801,3772903.993571428,1592303.319678659,3525830.648333333,1161700.4878754213,106.28571428571429,0.0,-0.6014678775678824,-0.5120642405414195,0.0,28548.056666666664
2012-11-09,2920310.06,2308918.6,0,0.0,0,0,0,0,0,0,0,4,9,11,0,0,0,0,0,1723412.77,474303.3999999999,0.21581649462951347,440.0,5225.789417475728,0.0,76.0,88.0,87.0,86.0,5.0,5.0,12.0,51.0,15.0,25.0,47.0,16.0,7.0,7.0,20.0,22.0,12.0,20.0,9.0,1.0,67.0,4.0,6.0,1.0,18.0,41.0,29.0,2197716.17,3.465909090909091,334.85,4.513513513513513,36.0,123326.58,3.8,25.0,0.0,0.0,0.0,0.0,8.0,13.0,235.0,184.0,201.0,8.0,65.0,87.0,28.0,34.0,4.0,13.0,67.0,131.0,342.0,698.0,0.0,0.0,48.0,39.0,264971.21,154778.66,1547786.14,2839202.59,389044.9400000002,709514.0800000001,2197716.17,1936831.08,5536748.35,2138927.17,3548716.67,4298675.76,2732604.35,0.0,2635283.9985714285,623429.4969680518,3708136.54,1639330.5548244496,3455798.662,1176733.5972792555,90.14285714285714,0.0,-0.6030673545060071,-0.4887457689993348,0.0,24974.047386363636
2012-11-10,3124993.27,2475389.25,0,0.0,0,0,0,0,0,0,0,5,10,11,0,1,0,0,0,2308918.6,611391.46,0.20935840627827032,560.0,5118.486774193549,0.0,91.0,107.0,106.0,104.0,13.0,5.0,11.0,65.0,13.0,37.0,56.0,14.0,6.0,10.0,31.0,21.0,9.0,30.0,15.0,1.0,84.0,0.0,3.0,4.0,25.0,47.0,35.0,2920310.06,3.2990654205607477,394.24,4.714285714285714,44.0,246692.78,4.0,27.0,0.0,0.0,0.0,0.0,5.0,23.0,261.0,271.0,218.0,5.0,81.0,124.0,53.0,43.0,13.0,23.0,84.0,109.0,433.0,555.0,0.0,0.0,9.0,22.0,33003.43,48709.74,2151815.97,2765374.16,760032.6399999997,656116.23,2920310.06,2911848.61,1936831.08,2816872.34,3421490.39,3548716.67,3388181.83,0.0,2775780.9957142854,545773.6953060987,3763949.6035714285,1594483.3218254477,3434851.775,1180609.2514609308,95.85714285714286,0.0,0.5077773638370157,-0.17707996113423163,0.0,27292.61738317757
2012-11-11,3484874.3,2713727.18,0,0.0,0,0,0,0,0,0,0,6,11,11,0,1,0,1,0,2475389.25,649604.02,0.2078737340768737,616.0,4959.274055944055,0.0,107.0,122.0,121.0,115.0,9.0,7.0,15.0,73.0,18.0,49.0,56.0,17.0,10.0,19.0,34.0,19.0,15.0,25.0,11.0,1.0,95.0,2.0,10.0,3.0,27.0,57.0,38.0,3124993.27,3.3360655737704916,532.65,4.574074074074074,31.0,133861.98,3.8518518518518516,27.0,0.0,0.0,0.0,0.0,17.0,5.0,352.0,242.0,301.0,17.0,85.0,123.0,34.0,51.0,0.0,5.0,85.0,94.0,469.0,495.0,0.0,0.0,13.0,32.0,103273.37000000001,189341.09,2131401.7,1830898.15,527431.0499999998,549221.7200000002,3124993.27,2658832.75,2911848.61,6259883.83,2380119.87,3421490.39,3928170.01,0.0,2806230.2328571426,560380.5676330993,3785958.2414285718,1582486.6108950232,3424968.5376666663,1181965.2155090186,101.28571428571429,0.0,0.07319908709127572,-0.08665730024160614,0.0,25614.69893442623
2012-11-12,3806978.06,3077336.49,0,0.0,0,0,0,0,0,0,0,0,12,11,0,0,0,0,0,2713727.18,771147.1199999996,0.22128405607054455,719.0,4739.0905696202535,0.0,108.0,141.0,136.0,131.0,13.0,2.0,19.0,88.0,19.0,45.0,75.0,21.0,14.0,18.0,45.0,26.0,13.0,25.0,13.0,2.0,111.0,2.0,9.0,4.0,40.0,57.0,44.0,3484874.3,3.354609929078014,927.02,4.403225806451613,26.0,95954.79,4.1,20.0,0.0,0.0,0.0,0.0,12.0,28.0,388.0,291.0,319.0,12.0,69.0,191.0,31.0,69.0,0.0,28.0,129.0,125.0,629.0,591.0,0.0,0.0,33.0,56.0,236659.77,265916.8,2732792.99,2256579.15,599655.4699999997,541432.29,3484874.3,3332448.46,2658832.75,5424539.1,2798011.44,2380119.87,4033912.16,0.0,2924236.1685714284,609030.9556108669,3587743.2749999994,1413553.2331620087,3461793.6853333334,1165383.0000378732,109.28571428571429,0.0,0.3106782666190643,0.4641591559840218,0.0,24715.420567375884
2012-11-13,3848498.06,3048755.92,0,0.0,0,0,0,0,0,0,0,1,13,11,0,0,0,0,0,3077336.49,729641.5699999998,0.19165899001792508,929.0,4072.1176995305163,0.0,121.0,172.0,171.0,162.0,15.0,11.0,18.0,106.0,22.0,67.0,76.0,29.0,10.0,19.0,47.0,42.0,17.0,37.0,14.0,3.0,137.0,5.0,10.0,3.0,38.0,61.0,73.0,3806978.06,3.563953488372093,916.38,4.68,23.0,97565.37,4.363636363636363,22.0,0.0,0.0,0.0,0.0,24.0,17.0,581.0,307.0,529.0,24.0,70.0,161.0,51.0,52.0,25.0,17.0,109.0,116.0,530.0,616.0,0.0,0.0,9.0,26.0,26961.65,218556.49,2809375.18,2516987.32,630119.8299999996,538642.46,3806978.06,3439495.01,3332448.46,6347274.89,3055629.78,2798011.44,3780293.26,0.0,2992026.111428571,683854.2567554408,3472203.200714286,1314507.147309746,3495425.906,1160113.2549026834,115.42857142857143,0.0,0.14239668090770716,0.3606013204863809,0.0,22133.593372093022
2012-11-14,3213518.64,2550177.92,0,0.0,0,0,0,0,0,0,0,2,14,11,0,0,0,0,0,3048755.92,799742.1400000001,0.20780629937487877,771.0,5099.679640718563,0.0,102.0,149.0,148.0,144.0,15.0,5.0,22.0,91.0,16.0,46.0,75.0,28.0,17.0,14.0,39.0,31.0,13.0,35.0,8.0,4.0,127.0,2.0,4.0,4.0,43.0,56.0,50.0,3848498.06,3.033557046979866,784.5,4.637037037037037,14.0,28563.989999999998,3.736842105263158,19.0,0.0,0.0,0.0,0.0,8.0,23.0,370.0,370.0,322.0,8.0,110.0,182.0,69.0,48.0,9.0,23.0,69.0,140.0,344.0,739.0,0.0,0.0,19.0,15.0,85495.84,51745.84,1538155.1,2632811.8,431660.8099999998,601705.5,3848498.06,1969815.91,3439495.01,4942677.89,3234517.3,3055629.78,5249978.18,0.0,3050455.118571428,743343.5733524493,3293719.1414285717,1033762.5934492681,3521854.8486666665,1158779.1554937481,121.14285714285714,0.0,0.11891369192595523,0.25947786122178723,0.0,25828.846040268458
2012-11-15,2996358.37,2282178.26,0,0.0,0,0,0,0,0,0,0,3,15,11,0,0,0,0,1,2550177.92,663340.7200000002,0.2064219300747545,645.0,4933.913181818182,0.0,98.0,133.0,132.0,129.0,12.0,4.0,26.0,68.0,23.0,50.0,59.0,24.0,4.0,22.0,34.0,25.0,14.0,34.0,15.0,0.0,109.0,2.0,6.0,1.0,35.0,60.0,38.0,3213518.64,3.330827067669173,807.68,4.163793103448276,44.0,179514.05,4.125,32.0,0.0,0.0,0.0,0.0,16.0,33.0,336.0,260.0,294.0,16.0,89.0,153.0,9.0,42.0,9.0,33.0,88.0,152.0,440.0,763.0,0.0,0.0,36.0,43.0,123326.58,159447.38,1723412.77,2763325.25,474303.3999999999,785972.96,3213518.64,2197716.17,1969815.91,5536748.35,3549298.21,3234517.3,4089284.05,0.0,3228126.937142857,570554.656362821,3170207.766428571,918462.0349078594,3521154.893333333,1158965.0326100916,130.28571428571428,0.0,0.6313801831359969,-0.006492053698398733,0.0,24161.794285714288
2012-11-16,2851503.98,2255928.16,0,0.0,0,0,0,0,0,0,0,4,16,11,0,0,0,0,1,2282178.26,714180.1100000003,0.23834936339740975,712.0,4319.115279503105,0.0,116.0,138.0,136.0,134.0,17.0,9.0,25.0,70.0,17.0,61.0,61.0,16.0,6.0,18.0,44.0,35.0,6.0,29.0,15.0,2.0,99.0,4.0,12.0,6.0,42.0,55.0,41.0,2996358.37,3.971014492753623,576.12,4.487179487179487,37.0,159214.49000000002,3.8055555555555554,36.0,0.0,0.0,0.0,0.0,25.0,26.0,434.0,227.0,386.0,25.0,62.0,109.0,51.0,48.0,5.0,26.0,107.0,134.0,560.0,705.0,0.0,0.0,44.0,40.0,246692.78,146676.63,2308918.6,3108682.75,611391.46,709365.25,2996358.37,2920310.06,2197716.17,1936831.08,3818048.0,3549298.21,3450015.71,0.0,3342218.68,377281.40128601604,2988751.339285714,616140.7065822516,3502723.5653333333,1162892.149454864,137.42857142857142,0.0,0.36339642529908683,-0.15578849881988358,0.0,21712.741811594206
2012-11-17,3258479.4,2499839.57,0,0.0,0,0,0,0,0,0,0,5,17,11,0,1,0,0,1,2255928.16,595575.8199999998,0.20886375196292023,571.0,4871.188358208955,0.0,90.0,117.0,116.0,114.0,11.0,4.0,17.0,75.0,10.0,49.0,53.0,15.0,4.0,18.0,27.0,32.0,8.0,28.0,7.0,3.0,95.0,1.0,7.0,4.0,28.0,50.0,39.0,2851503.98,3.4615384615384617,652.4300000000001,4.377358490566038,30.0,166708.56,4.333333333333333,24.0,0.0,0.0,0.0,0.0,0.0,14.0,301.0,256.0,262.0,0.0,107.0,123.0,26.0,39.0,0.0,14.0,122.0,109.0,616.0,551.0,0.0,0.0,31.0,19.0,133861.98,57423.21,2475389.25,2301277.14,649604.02,608451.75,2851503.98,3124993.27,2920310.06,2911848.61,2909728.89,3818048.0,3904300.93,0.0,3332389.2399999998,390761.0613637678,3054085.117857143,539780.8232565026,3470505.4313333333,1167235.8091562018,138.85714285714286,0.0,-0.023561224180421468,-0.25315135378078013,0.0,24371.82888888889
2012-11-18,3292697.97,2632996.71,0,0.0,0,0,0,0,0,0,0,6,18,11,0,1,0,0,1,2499839.57,758639.8300000001,0.2328202013491324,652.0,4659.4972789115645,0.0,96.0,126.0,123.0,119.0,7.0,3.0,20.0,77.0,19.0,57.0,55.0,14.0,15.0,11.0,37.0,27.0,15.0,21.0,14.0,1.0,97.0,4.0,6.0,4.0,29.0,59.0,38.0,3258479.4,3.6825396825396823,758.19,4.373831775700935,22.0,117730.56999999999,3.727272727272727,22.0,0.0,0.0,0.0,0.0,0.0,6.0,394.0,252.0,347.0,0.0,77.0,148.0,22.0,47.0,5.0,6.0,141.0,99.0,719.0,499.0,0.0,0.0,26.0,32.0,95954.79,170350.88,2713727.18,2352068.71,771147.1199999996,525311.1000000001,3258479.4,3484874.3,3124993.27,2658832.75,2877379.81,2909728.89,3541027.32,0.0,3351458.687142857,382114.57964094897,3078844.46,540703.731695273,3482130.448333333,1163187.862034764,139.42857142857142,0.0,0.04271565359243154,0.11985670252598679,0.0,25860.94761904762
