date,Revenue,COGS,total_quantity,avg_unit_price,total_discount,unique_items,order_count,unique_customers,unique_zips,orders_payment_apple_pay,orders_payment_bank_transfer,orders_payment_cod,orders_payment_credit_card,orders_payment_paypal,orders_device_desktop,orders_device_mobile,orders_device_tablet,orders_source_direct,orders_source_email_campaign,orders_source_organic_search,orders_source_paid_search,orders_source_referral,orders_source_social_media,orders_status_cancelled,orders_status_created,orders_status_delivered,orders_status_paid,orders_status_returned,orders_status_shipped,orders_region_Central,orders_region_East,orders_region_West,total_payment_value,avg_installments,total_shipping_fee,avg_delivery_days,return_quantity,refund_amount,returns_reason_changed_mind,returns_reason_defective,returns_reason_late_delivery,returns_reason_not_as_described,returns_reason_wrong_size,avg_rating,total_reviews,total_sessions,total_unique_visitors,total_page_views,avg_bounce_rate,avg_session_duration_sec,traffic_sessions_direct,traffic_sessions_email_campaign,traffic_sessions_organic_search,traffic_sessions_paid_search,traffic_sessions_referral,traffic_sessions_social_media,max_discount_value,has_stackable,avg_min_order_value,active_promos_count,promo_categories_covered,promo_type_percentage,promo_type_fixed,promo_channel_email,promo_channel_online,promo_channel_all_channels,promo_channel_in_store,promo_channel_social_media,total_stock_on_hand,total_units_received,avg_stockout_days,avg_days_of_supply,avg_fill_rate,avg_sell_through_rate,items_stockout,items_overstock,items_reorder,new_customers_count,new_cust_acq_direct,new_cust_acq_email_campaign,new_cust_acq_organic_search,new_cust_acq_paid_search,new_cust_acq_referral,new_cust_acq_social_media,new_cust_age_18-24,new_cust_age_25-34,new_cust_age_35-44,new_cust_age_45-54,new_cust_age_55+,new_cust_gen_Female,new_cust_gen_Male,new_cust_gen_Non-binary,avg_product_price,avg_product_cogs,unique_colors,unique_sizes,qty_category_Casual,qty_category_GenZ,qty_category_Outdoor,qty_category_Streetwear,qty_segment_Activewear,qty_segment_All-weather,qty_segment_Balanced,qty_segment_Everyday,qty_segment_Performance,qty_segment_Premium,qty_segment_Standard,qty_segment_Trendy
2013-03-15,5330057.69,4206775.58,1111,4728.124898,0,135,207,205,195,16,11,29,121,30,82,99,26,18,26,52,51,20,40,14,6,171,5,11,0,62,73,72,5330057.69,3.782608696,972.67,4.285714286,26,91510.34,4,1,0,1,5,4,31,20137,15797,106673,0.00347,171.3,0,0,0,0,20137,0,0,0,0,0,0,0,0,0,0,0,0,0,35056,8233,1.318284424,205.5153499,0.956055756,0.207144921,315,298,0,7,1,0,2,1,0,3,0,1,1,2,3,4,3,0,4724.215885,3696.085406,10,4,40,36,518,517,481,40,155,280,79,37,3,36
2013-03-16,3591734.21,2762570.88,709,4954.269103,0,112,138,137,135,14,8,25,69,22,53,66,19,13,15,33,35,14,28,10,3,116,4,5,0,32,66,40,3591734.21,3.81884058,464.26,4.809917355,33,103744.83,3,3,2,2,4,3.631578947,19,20761,16647,90756,0.00464,254.5,0,0,0,20761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35056,8233,1.318284424,205.5153499,0.956055756,0.207144921,315,298,0,10,0,0,3,2,4,1,1,5,2,1,1,5,5,0,4957.132725,3841.827758,10,4,0,24,297,388,271,0,82,242,59,26,5,24
2013-03-17,4401297.64,3565497.63,871,5016.187231,0,120,172,170,168,19,8,24,95,26,80,68,24,18,19,46,34,25,30,23,3,132,1,12,1,58,63,51,4401297.64,2.976744186,855.51,4.648275862,27,119123.65,3,3,0,2,5,4.136363636,22,17101,12496,79841,0.00344,161.6,0,0,0,17101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35056,8233,1.318284424,205.5153499,0.956055756,0.207144921,315,298,0,6,0,0,2,3,0,1,1,2,1,2,0,5,1,0,5036.078233,4041.49404,10,4,17,40,374,440,333,17,75,260,90,41,15,40
2013-03-18,4567013.37,3743618.37,1087,4150.688452,70081.5,130,203,202,195,14,6,35,125,23,88,100,15,17,21,68,54,16,27,25,1,167,1,8,1,49,89,65,4496931.87,3.349753695,1120.8,4.403409091,26,83293.87,1,1,0,1,10,3.583333333,36,22860,18012,120159,0.00396,174.6,0,0,0,0,0,22860,12,1,0,1,0,1,0,1,0,0,0,0,35056,8233,1.318284424,205.5153499,0.956055756,0.207144921,315,298,0,5,1,0,1,2,0,1,1,1,2,0,1,1,4,0,4208.055282,3418.732798,10,4,35,46,511,495,478,35,97,247,139,33,12,46
2013-03-19,4645433.62,3929520.42,1157,3986.626226,305278.42,147,218,213,207,22,14,25,118,39,75,119,24,19,19,56,53,17,54,24,1,174,6,10,3,65,90,63,4340155.2,3.660550459,1251.2,4.347593583,30,108314.56,3,2,2,3,2,3.777777778,18,17631,14247,85400,0.00525,214.5,17631,0,0,0,0,0,12,1,0,1,0,1,0,1,0,0,0,0,35056,8233,1.318284424,205.5153499,0.956055756,0.207144921,315,298,0,8,2,0,3,1,0,2,2,3,1,2,0,6,2,0,4293.940401,3388.199768,10,4,39,13,608,497,554,39,114,287,74,54,22,13
2013-03-20,4992105.19,4308112.41,1252,3993.188442,440738.05,155,246,242,232,23,9,31,145,38,89,116,41,17,38,64,50,28,49,17,3,196,6,17,7,68,109,69,4551367.14,3.800813008,1219.42,4.504545455,49,147925.3,3,2,2,1,11,4.166666667,18,21762,16804,116234,0.00568,202.2,0,0,0,0,0,21762,12,1,0,1,0,1,0,1,0,0,0,0,35056,8233,1.318284424,205.5153499,0.956055756,0.207144921,315,298,0,8,0,0,4,2,0,2,0,2,3,1,2,4,4,0,4389.369012,3443.154432,10,4,30,3,624,595,566,30,110,353,114,58,18,3
2013-03-21,7355693.45,6496769.78,1664,4319.385845,647755.53,182,322,318,304,37,17,56,159,53,115,136,71,25,38,101,65,28,65,28,2,255,8,23,6,90,148,84,6707937.92,3.431677019,1650.58,4.577464789,13,53735.07,0,3,0,2,0,4,33,22061,17031,119803,0.00578,171.4,0,0,22061,0,0,0,12,1,0,1,0,1,0,1,0,0,0,0,35056,8233,1.318284424,205.5153499,0.956055756,0.207144921,315,298,0,2,0,0,1,0,0,1,0,0,1,0,1,2,0,0,4759.385028,3792.788322,10,4,20,52,721,871,652,20,193,417,219,69,42,52
2013-03-22,6603332.26,6021167.98,1565,4200.9965,792399.83,165,306,305,300,33,22,45,152,54,117,145,44,21,44,80,66,23,72,30,4,245,9,15,3,78,156,72,5810932.43,3.294117647,1752.86,4.501901141,28,136411.47,1,3,1,1,6,3.787878788,33,20729,16912,71130,0.00372,195.9,0,0,0,20729,0,0,12,1,0,1,0,1,0,1,0,0,0,0,35056,8233,1.318284424,205.5153499,0.956055756,0.207144921,315,298,0,3,0,0,2,0,0,1,0,1,0,1,1,2,1,0,4776.785285,3812.61173,10,4,48,48,681,788,597,48,119,480,167,84,22,48
2013-03-23,6009508.61,5393148.03,1267,4579.873623,721141.05,157,246,242,237,29,13,38,137,29,88,118,40,20,31,75,53,24,43,29,4,186,4,19,4,79,107,60,5288367.56,3.43902439,963.36,4.263157895,21,73220.46,2,1,1,3,4,3.709677419,31,21609,15589,92824,0.00402,223.6,0,0,0,0,0,21609,12,1,0,1,0,1,0,1,0,0,0,0,35056,8233,1.318284424,205.5153499,0.956055756,0.207144921,315,298,0,11,0,2,3,2,1,3,2,6,2,0,1,6,5,0,5194.874864,4096.877014,10,4,25,18,517,707,448,25,179,391,116,69,21,18
2013-03-24,5088153.2,4610104.28,1206,4183.48966,610578.41,142,236,233,228,21,15,37,137,26,79,123,34,18,25,71,41,29,52,21,3,198,6,6,2,69,111,56,4477574.79,3.266949153,1392.05,4.349514563,34,80170.23,1,2,0,4,4,4.172413793,29,20504,16771,96571,0.00439,234.1,0,0,20504,0,0,0,12,1,0,1,0,1,0,1,0,0,0,0,35056,8233,1.318284424,205.5153499,0.956055756,0.207144921,315,298,0,6,0,0,2,1,2,1,1,1,1,3,0,1,5,0,4746.148534,3804.087747,10,4,16,36,505,649,445,16,141,332,142,60,34,36
2013-03-25,4694308.82,4169990.65,1098,4401.28186,563317.02,148,216,215,210,25,12,31,117,31,89,98,29,16,21,61,47,26,45,18,1,186,2,7,2,65,102,49,4130991.8,3.50462963,1044.84,4.58974359,22,86849.66,0,1,1,3,2,3.930232558,43,16659,12105,60697,0.00368,189,0,0,16659,0,0,0,12,1,0,1,0,1,0,1,0,0,0,0,35056,8233,1.318284424,205.5153499,0.956055756,0.207144921,315,298,0,3,0,0,1,0,0,2,1,1,1,0,0,2,1,0,4997.09456,3962.005574,10,4,25,24,489,560,429,25,106,312,141,60,1,24
2013-03-26,5731432.22,5192620.7,1302,4397.140594,687771.91,161,256,252,252,21,14,27,151,43,99,115,42,17,36,74,57,21,51,22,3,211,6,13,1,70,134,52,5043660.31,3.9375,1266.54,4.622222222,33,144394.09,0,1,3,3,4,4.076923077,26,20555,16341,109308,0.00577,242.7,0,0,0,0,0,20555,12,1,0,1,0,1,0,1,0,0,0,0,35056,8233,1.318284424,205.5153499,0.956055756,0.207144921,315,298,0,7,0,1,2,2,0,2,0,3,2,1,1,2,5,0,4995.500948,3985.996215,10,4,41,39,505,717,429,41,131,384,175,76,27,39
2013-03-27,6872130.59,6081507.57,1541,4386.83625,824655.68,170,313,311,306,30,16,47,163,57,136,134,43,19,41,93,63,35,62,31,7,235,10,27,3,92,155,66,6047474.91,3.277955272,1777.28,4.520754717,16,48010.23,1,1,0,0,4,4.041666667,24,16879,12285,56985,0.00543,115.8,0,0,0,16879,0,0,12,1,0,1,0,1,0,1,0,0,0,0,35056,8233,1.318284424,205.5153499,0.956055756,0.207144921,315,298,0,8,2,1,3,1,1,0,1,1,4,2,0,5,3,0,4974.663814,3868.390455,10,4,4,33,627,877,565,4,193,424,230,62,30,33
2013-03-28,8099154.93,7239463.63,1978,4154.983243,971898.67,200,398,395,384,38,23,56,209,72,144,188,66,39,48,111,74,37,89,30,5,328,6,23,6,111,198,89,7127256.26,3.449748744,1994.17,4.327731092,16,36178.8,1,1,0,3,3,3.848484848,33,18569,14393,98414,0.00334,221,0,0,0,18569,0,0,12,1,0,1,0,1,0,1,0,0,0,0,35056,8233,1.318284424,205.5153499,0.956055756,0.207144921,315,298,0,6,1,3,0,2,0,0,0,2,3,1,0,2,4,0,4731.324994,3717.380323,10,4,76,63,881,958,772,76,167,473,297,109,21,63
2013-03-29,8381683.44,7644413.84,1879,4385.882864,1005801.94,196,369,366,355,42,13,55,198,61,148,167,54,31,49,97,77,41,74,32,1,297,5,26,8,117,176,76,7375881.5,3.485094851,2022.3,4.438066465,42,160080.19,4,3,1,3,0,4,25,19856,14231,93944,0.00555,218.4,0,0,0,0,0,19856,12,1,0,1,0,1,0,1,0,0,0,0,35056,8233,1.318284424,205.5153499,0.956055756,0.207144921,315,298,0,8,0,2,3,1,0,2,2,2,4,0,0,2,6,0,4984.667488,3990.099811,10,4,58,66,742,1013,643,58,208,571,206,99,28,66
2013-03-30,11636994.38,10600188.31,2868,4121.797299,1396439.33,224,544,538,519,58,23,81,306,76,200,268,76,40,83,158,99,69,95,41,2,448,5,39,9,150,262,132,10240555.05,3.132352941,2549.78,4.465725806,28,86251.88,3,3,1,2,3,3.777777778,36,21034,15942,82344,0.00472,169.5,0,0,0,0,0,21034,12,1,0,1,0,1,0,1,0,0,0,0,35056,8233,1.318284424,205.5153499,0.956055756,0.207144921,315,298,0,11,3,2,3,0,1,2,1,1,4,2,3,4,6,1,4679.083683,3751.13372,10,4,56,78,1250,1484,1083,56,150,851,445,167,38,78
2013-03-31,9455023.8,8513517.85,2551,3865.718327,1134602.73,230,496,488,473,60,21,76,265,74,194,220,82,32,59,146,110,49,100,40,4,408,6,22,16,132,255,109,8320421.07,3.431451613,2376.12,4.529147982,37,135704.62,2,3,1,0,8,4.033333333,30,21610,16402,74076,0.00408,188.6,0,0,21610,0,0,0,12,1,0,1,0,1,0,1,0,0,0,0,36809,10460,1.29010989,167.9905495,0.956995165,0.224680879,321,275,0,7,0,1,2,1,1,2,0,5,2,0,0,2,5,0,4398.185186,3490.131953,10,4,50,98,1106,1297,965,50,128,650,456,141,63,98
2013-04-01,10313848.23,9188774.52,2659,3813.48095,1237661.74,248,516,509,498,43,19,90,290,74,195,238,83,47,63,140,96,62,108,62,5,408,11,28,2,161,242,113,9076186.49,3.364341085,2788.87,4.433789954,34,125205.3,4,4,2,1,4,3.885714286,35,24812,17641,117628,0.00551,178.5,0,0,0,0,0,24812,12,1,0,1,0,1,0,1,0,0,0,0,36809,10460,1.29010989,167.9905495,0.956995165,0.224680879,321,275,0,10,0,0,2,1,1,6,3,2,1,3,1,4,6,0,4330.214297,3395.572097,10,4,67,54,1254,1284,1156,67,187,692,378,98,27,54
2013-04-02,8250013.05,7374699.1,2056,3981.706552,990001.51,212,407,405,393,48,22,70,196,71,152,201,54,46,46,113,85,27,90,48,1,316,10,27,5,115,200,92,7260011.54,3.56019656,2019.79,4.433908046,23,75703.61,2,3,0,1,5,3.783783784,37,26607,19633,99501,0.00523,246.4,0,0,26607,0,0,0,12,1,0,1,0,1,0,1,0,0,0,0,36809,10460,1.29010989,167.9905495,0.956995165,0.224680879,321,275,0,6,0,3,1,1,1,0,2,1,2,1,0,4,2,0,4523.142378,3561.133595,10,4,49,76,842,1089,797,49,152,554,338,45,45,76
2013-04-03,8740749.51,7769943.74,2167,4126.05906,1048889.94,213,448,441,423,54,24,56,245,69,186,194,68,34,67,113,107,42,85,40,7,350,16,23,12,131,213,104,7691859.57,3.486607143,2454.17,4.657142857,48,138733.71,4,1,1,4,4,4.083333333,36,26624,19598,107204,0.00518,275.2,0,0,26624,0,0,0,12,1,0,1,0,1,0,1,0,0,0,0,36809,10460,1.29010989,167.9905495,0.956995165,0.224680879,321,275,0,6,1,0,1,1,1,2,0,1,4,1,0,5,1,0,4692.121363,3644.303326,10,4,59,97,923,1088,762,59,187,566,299,161,36,97
2013-04-04,4270660.8,3779960.51,775,5556.871538,512479.29,127,175,175,168,23,11,21,98,22,74,85,16,12,32,56,27,16,32,8,2,142,3,12,8,56,75,44,3758181.51,3.565714286,866.14,4.518518519,25,83381.31,3,2,1,3,2,4.434782609,23,21608,16833,111095,0.00536,192.1,0,0,0,0,0,21608,12,1,0,1,0,1,0,1,0,0,0,0,36809,10460,1.29010989,167.9905495,0.956995165,0.224680879,321,275,0,4,1,1,0,0,1,1,1,0,1,1,1,1,3,0,6322.840785,4969.595407,10,4,19,40,181,535,142,19,110,302,95,39,28,40
2013-04-05,3073716.42,2637291.44,609,5093.821353,368846.02,92,128,128,126,8,3,26,72,19,53,55,20,14,22,38,18,12,24,22,3,91,3,5,4,47,55,26,2704870.4,2.953125,348.69,4.43,37,105314.06,4,2,0,1,5,4.04,25,32435,24802,158360,0.00421,269.6,0,0,32435,0,0,0,12,1,0,1,0,1,0,1,0,0,0,0,36809,10460,1.29010989,167.9905495,0.956995165,0.224680879,321,275,0,6,0,1,1,2,0,2,1,2,2,0,1,3,3,0,5794.26842,4443.849447,10,4,18,21,122,448,115,18,73,246,109,7,20,21
2013-04-06,3663196.56,3221790.63,767,4653.276534,439583.59,116,165,163,160,17,7,31,83,27,63,77,25,12,21,50,39,15,28,16,1,124,5,19,0,50,76,39,3223612.97,3.303030303,912.76,4.405594406,50,210793.99,3,3,0,3,8,3.951219512,41,32500,24533,108393,0.00473,156.1,0,0,0,0,0,32500,12,1,0,1,0,1,0,1,0,0,0,0,36809,10460,1.29010989,167.9905495,0.956995165,0.224680879,321,275,0,8,1,1,1,2,0,3,1,5,0,2,0,5,2,1,5301.134655,4078.83431,10,4,0,10,285,472,266,0,54,287,113,19,18,10
2013-04-07,2924734.26,2598895.09,812,3702.729892,350968.14,128,165,163,160,15,3,19,97,31,67,77,21,12,20,40,45,13,35,18,3,130,1,10,3,49,83,33,2573766.12,3.727272727,921.11,4.363636364,73,279648.38,3,9,1,1,7,3.8,40,27260,21972,126098,0.00463,109.8,0,0,0,27260,0,0,12,1,0,1,0,1,0,1,0,0,0,0,36809,10460,1.29010989,167.9905495,0.956995165,0.224680879,321,275,0,6,0,0,2,2,0,2,1,4,0,1,0,5,1,0,4199.126944,3290.514693,10,4,29,56,367,360,321,29,41,224,78,46,17,56
2013-04-08,4670874.28,4351446.44,951,4755.616761,560505,125,192,191,187,14,16,23,113,26,63,102,27,18,19,52,37,23,43,22,2,152,4,8,4,56,89,47,4110369.28,2.989583333,972.05,4.426829268,50,262134.97,2,5,2,3,7,4.026315789,38,30848,21771,155647,0.00484,119.5,0,0,0,0,0,30848,12,1,0,1,0,1,0,1,0,0,0,0,36809,10460,1.29010989,167.9905495,0.956995165,0.224680879,321,275,0,4,0,0,1,2,1,0,1,0,2,0,1,1,3,0,5397.420742,4390.349239,10,4,18,50,357,526,316,18,153,272,87,41,14,50
2013-04-09,4293257.18,3845242.09,1131,3822.646958,515190.81,136,212,212,203,20,11,31,113,37,74,101,37,23,28,58,47,24,32,25,3,166,6,9,3,64,83,65,3778066.37,3.264150943,922.76,4.488764045,46,259593.32,2,3,1,2,5,3.773584906,53,25156,17669,137296,0.0034,312.2,0,0,25156,0,0,0,12,1,0,1,0,1,0,1,0,0,0,0,36809,10460,1.29010989,167.9905495,0.956995165,0.224680879,321,275,0,10,0,2,3,1,2,2,3,1,4,1,1,5,4,1,4340.497568,3422.56063,10,4,31,19,522,559,454,31,84,363,95,68,17,19
2013-04-10,6011834.78,5327749.04,1362,4313.175682,721420.2,169,269,267,264,18,14,39,162,36,108,119,42,27,33,72,43,36,58,24,5,213,6,18,3,82,124,63,5290414.58,3.260223048,1411.23,4.371794872,47,211711.6,6,2,2,2,6,3.733333333,45,29194,23157,116383,0.00481,293.9,0,0,0,0,0,29194,12,1,0,1,0,1,0,1,0,0,0,0,36809,10460,1.29010989,167.9905495,0.956995165,0.224680879,321,275,0,6,0,0,3,1,0,2,0,0,1,2,3,4,2,0,4911.806552,3806.682399,10,4,18,56,522,766,474,18,141,393,195,48,37,56
2013-04-11,4244755.76,3794688.65,991,4430.076835,509370.65,130,194,193,189,18,4,31,113,28,78,87,29,12,20,65,39,12,46,9,5,156,6,12,6,52,84,58,3735385.11,3.659793814,886.21,4.33908046,59,225484.53,6,3,0,6,7,3.822222222,45,29054,21204,96574,0.00493,251,0,0,29054,0,0,0,12,1,0,1,0,1,0,1,0,0,0,0,36809,10460,1.29010989,167.9905495,0.956995165,0.224680879,321,275,0,6,0,1,2,0,1,2,0,3,3,0,0,3,2,1,5042.784556,3935.709148,10,4,20,32,390,549,353,20,77,326,137,37,9,32
2013-04-12,4282161.81,3850989.97,944,4290.887461,513859.41,123,177,176,172,20,6,24,95,32,59,82,36,8,23,50,39,18,39,12,3,145,3,10,4,55,74,48,3768302.4,3.519774011,920.12,4.352201258,79,336309.84,3,4,4,3,10,3.698113208,53,24892,19582,95949,0.00454,168.3,24892,0,0,0,0,0,12,1,0,1,0,1,0,1,0,0,0,0,36809,10460,1.29010989,167.9905495,0.956995165,0.224680879,321,275,0,8,0,2,3,1,1,1,1,4,1,1,1,6,2,0,4871.926549,3853.761026,10,4,21,32,366,525,304,21,119,292,105,62,9,32
2013-04-13,5214391.75,4691901.42,1206,4348.237259,625727.03,145,238,238,233,23,10,43,133,29,98,107,33,19,17,83,48,20,51,19,0,198,6,15,0,78,94,66,4588664.72,3.731092437,1145.2,4.577464789,48,188520.54,1,3,5,4,4,3.980769231,52,27517,21818,149988,0.00399,156.1,0,0,0,27517,0,0,12,1,0,1,0,1,0,1,0,0,0,0,36809,10460,1.29010989,167.9905495,0.956995165,0.224680879,321,275,0,8,2,0,4,1,0,1,1,2,2,2,1,4,4,0,4952.475597,3905.281183,10,4,27,81,456,642,419,27,106,333,167,37,36,81
2013-04-14,4506492.03,3873550.82,1012,4516.394615,344881.05,141,209,208,203,33,5,25,117,29,83,95,31,22,26,50,49,17,45,22,2,167,6,8,4,63,81,65,4161610.98,3.612440191,1029.77,4.636871508,67,268912.6,3,11,1,3,5,4.117647059,51,23814,16876,78359,0.00341,252.7,0,0,0,0,23814,0,12,1,0,1,0,1,0,1,0,0,0,0,36809,10460,1.29010989,167.9905495,0.956995165,0.224680879,321,275,0,7,0,0,3,2,1,1,2,3,2,0,0,4,3,0,4908.307735,3909.377915,10,4,5,16,480,511,419,5,94,282,123,61,12,16
2013-04-15,5167610.5,4514315.72,1097,4592.971937,239004.81,134,226,223,219,22,19,39,118,28,93,89,44,19,23,61,40,34,49,22,1,179,6,13,5,54,108,64,4928605.69,3.35840708,1149.83,4.538071066,65,303525.7,4,4,0,8,5,3.82,50,30902,22373,159594,0.0049,197.6,0,0,30902,0,0,0,12,1,0,1,0,1,0,1,0,0,0,0,36809,10460,1.29010989,167.9905495,0.956995165,0.224680879,321,275,0,7,0,2,2,0,3,0,2,1,3,0,1,2,5,0,4825.567819,3924.176622,10,4,24,59,469,545,415,24,143,258,128,54,16,59
2013-04-16,5887221.88,4755791.57,1286,4649.902,164123.27,157,267,265,260,25,15,37,149,41,102,119,46,25,37,71,68,21,45,22,3,215,4,16,7,82,119,66,5723098.61,3.38576779,1363.4,4.512605042,45,167966.83,4,2,2,1,10,3.98,50,27551,21877,99161,0.00504,239,0,27551,0,0,0,0,12,1,0,1,0,1,0,1,0,0,0,0,36809,10460,1.29010989,167.9905495,0.956995165,0.224680879,321,275,0,10,1,2,5,2,0,0,1,4,1,3,1,6,4,0,4788.000008,3759.807517,10,4,6,72,543,665,479,6,105,411,130,64,19,72
2013-04-17,8104639.53,6617328.78,1731,4753.384648,132603.62,177,344,335,325,32,21,56,189,46,145,137,62,30,36,101,63,45,69,31,6,273,5,26,3,110,148,86,7972035.91,3.561046512,1770.82,4.427152318,72,258594.02,5,4,3,3,11,4.020408163,49,29585,21004,94904,0.00452,105.9,0,0,0,0,0,29585,12,1,0,1,0,1,0,1,0,0,0,0,36809,10460,1.29010989,167.9905495,0.956995165,0.224680879,321,275,0,5,0,1,1,1,2,0,0,3,0,2,0,1,4,0,4843.565641,3885.0992,10,4,15,74,780,862,700,15,190,457,192,80,23,74
2013-04-18,6536742.64,5253454.75,1272,4948.525797,0,156,276,273,264,26,13,40,158,39,100,127,49,20,35,70,67,30,54,23,4,222,3,18,6,77,126,73,6536742.64,3.673913043,1453.47,4.56504065,46,159925.68,0,5,3,4,7,4.1,50,24098,19494,113622,0.0055,206.2,0,0,0,24098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36809,10460,1.29010989,167.9905495,0.956995165,0.224680879,321,275,0,6,0,2,2,1,0,1,0,2,1,1,2,2,2,2,4949.726534,3957.156692,10,4,23,59,485,705,430,23,131,399,147,55,28,59
2013-04-19,5871312.85,4657092.08,1111,5062.047277,0,135,214,213,211,13,12,37,126,26,79,96,39,25,29,60,38,25,37,15,3,180,4,10,2,60,100,54,5871312.85,3.761682243,737.24,4.421875,82,370675.18,2,6,4,5,10,3.955555556,45,27256,21981,90395,0.00392,109.1,0,0,0,27256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36809,10460,1.29010989,167.9905495,0.956995165,0.224680879,321,275,0,6,1,0,1,3,0,1,0,3,2,0,1,4,2,0,5058.565896,4002.130556,10,4,10,71,358,672,287,10,104,375,163,71,30,71
2013-04-20,6012115.71,4722140.67,1225,4784.175643,0,167,253,250,243,23,14,40,133,43,107,107,39,24,43,66,45,23,52,19,3,209,3,14,5,72,123,58,6012115.71,3.391304348,1255.97,4.653508772,66,253156.91,5,2,3,6,7,3.585365854,41,21636,15934,90602,0.00495,204.7,0,0,0,0,21636,0,0,0,0,0,0,0,0,0,0,0,0,0,36809,10460,1.29010989,167.9905495,0.956995165,0.224680879,321,275,0,5,0,0,3,2,0,0,1,1,3,0,0,3,1,1,4789.625364,3771.788019,10,4,10,32,493,690,447,10,91,410,181,46,8,32
2013-04-21,6323547.99,5021941.78,1329,4684.678508,0,171,262,261,254,21,19,45,137,40,103,116,43,29,29,78,53,24,49,29,5,203,5,14,6,87,115,60,6323547.99,3.255725191,1150.59,4.488789238,60,238308.77,2,3,3,4,6,4.113636364,44,24267,19025,133036,0.00363,309,0,24267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36809,10460,1.29010989,167.9905495,0.956995165,0.224680879,321,275,0,11,0,0,3,3,1,4,2,3,1,5,0,5,5,1,4677.930154,3740.016075,10,4,22,51,561,695,501,22,115,384,166,60,30,51
2013-04-22,7292352.56,5866886.82,1623,4503.557222,0,173,319,316,304,33,14,48,177,47,126,142,51,23,35,81,69,37,74,27,2,259,7,17,7,95,155,69,7292352.56,3.379310345,1474.38,4.699646643,35,113995.07,3,6,1,2,5,3.977777778,45,28085,22427,141532,0.00488,302.2,0,28085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36809,10460,1.29010989,167.9905495,0.956995165,0.224680879,321,275,0,4,0,1,2,1,0,0,0,0,3,1,0,1,3,0,4513.870446,3607.786189,10,4,13,42,721,847,640,13,140,462,233,81,12,42
2013-04-23,8757473.08,6907927.03,1966,4530.489137,0,208,370,368,358,38,22,42,208,60,150,166,54,32,44,113,72,34,75,31,5,300,7,18,9,116,179,75,8757473.08,3.567567568,1472.04,4.620795107,76,291245.43,5,4,1,4,11,4.208333333,48,27068,19210,88898,0.00466,227.3,0,0,0,27068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36809,10460,1.29010989,167.9905495,0.956995165,0.224680879,321,275,0,8,0,2,4,1,0,1,2,2,0,3,1,4,4,0,4530.111686,3553.500856,10,4,59,65,850,992,746,59,154,553,248,104,37,65
2013-04-24,9358565.61,7286897.36,2138,4464.548943,0,213,431,428,422,32,31,72,231,65,159,195,77,31,60,122,85,39,94,42,6,348,6,18,11,124,203,104,9358565.61,3.371229698,1975.2,4.421750663,64,297392.41,2,7,0,5,7,3.962264151,53,33819,25856,134590,0.00461,110.1,0,0,33819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36809,10460,1.29010989,167.9905495,0.956995165,0.224680879,321,275,0,5,0,0,0,2,0,3,0,2,1,2,0,3,2,0,4466.524334,3479.171981,10,4,63,60,916,1099,787,63,110,547,412,129,30,60
2013-04-25,9127283,7206948.14,1949,4748.392205,0,201,394,389,373,42,19,56,224,53,153,181,60,25,46,114,87,34,88,34,3,319,8,25,5,113,185,96,9127283,3.322335025,1753,4.567335244,42,207481.31,4,2,2,3,6,3.728813559,59,25153,20499,119550,0.00575,207.3,25153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36809,10460,1.29010989,167.9905495,0.956995165,0.224680879,321,275,0,8,1,1,1,5,0,0,1,1,5,1,0,5,3,0,4741.114554,3768.197082,10,4,17,71,889,972,783,17,157,529,276,106,10,71
2013-04-26,6156392.84,4860244.05,1372,4759.535581,0,164,270,267,264,27,13,39,152,39,100,133,37,22,42,61,60,35,50,26,1,223,5,9,6,95,129,46,6156392.84,3.411111111,1138.9,4.361344538,54,234823.43,4,1,3,5,8,4.288888889,45,25454,18300,131458,0.00556,204.8,0,0,0,0,0,25454,0,0,0,0,0,0,0,0,0,0,0,0,36809,10460,1.29010989,167.9905495,0.956995165,0.224680879,321,275,0,10,0,3,2,2,2,1,3,2,1,2,2,8,0,2,4758.279135,3778.199216,10,4,58,52,588,674,493,58,121,364,175,95,14,52
2013-04-27,6420235.09,5103697.51,1398,4695.970611,0,167,277,276,264,19,20,35,169,34,114,122,41,26,36,94,47,27,47,20,6,223,9,12,7,83,127,67,6420235.09,3.866425993,1300.01,4.566115702,40,151945.09,2,4,2,1,6,4.066666667,45,23854,17383,104436,0.00467,203.7,0,23854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36809,10460,1.29010989,167.9905495,0.956995165,0.224680879,321,275,0,6,1,0,1,0,1,3,0,0,1,2,3,3,3,0,4684.118656,3728.29415,10,4,31,76,597,694,516,31,83,412,194,81,5,76
